,title,title_count,title_split,levels,title_match,new_title,score
1807,director - data and business intelligence delivery,1,data business intelligence delivery,director,"(business intelligence, 90)",business intelligence,90.0
1808,direction des risques groupe,1,direction risques groupe,,"(data protection officer, 51)",data protection officer,51.0
1809,directeur du programme it,1,directeur programme,,"(data protection officer, 46)",data protection officer,46.0
1810,directeur de projet gouvernance,1,directeur projet gouvernance,,"(data governance, 72)",data governance,72.0
1811,directeur adjoint support et projets direction des risques groupe bpce,1,directeur adjoint support projets direction risques groupe bpce,,"(decision support, 86)",decision support,86.0
1812,"direcror, enterprise management",1,direcror enterprise management,,"(data management, 86)",data management,86.0
1813,dir. sci,1,sci,director,"(data science, 90)",data science,90.0
1814,dir. enterprise information management ( eim),1,enterprise information management enterprise information management,director,"(information management, 90)",information management,90.0
1815,dir. enterprise data warehouse,1,enterprise data warehouse,director,"(data, 90)",data,90.0
1816,dir. data architecture & big data,1,data architecture big data,director,"(data, 90)",data,90.0
1817,dir risk strategies,1,risk strategies,director,"(data, 45)",data,45.0
1818,dir of enterprise data services,1,enterprise data services,director,"(data, 90)",data,90.0
1819,dir of consumer credit risk,1,consumer credit risk,director,"(data, 45)",data,45.0
1820,dir of administrative systems for ent apps,1,systems ent apps,director administrative,"(data, 45)",data,45.0
1821,dir / sr. consultant - enterprise content governance -,1,consultant enterprise content governance,director senior,"(data governance, 86)",data governance,86.0
1822,diensthoofd relatiebeheer klantenbeheer,1,diensthoofd relatiebeheer klantenbeheer,,"(data science, 45)",data science,45.0
1823,dg mgr,1,data governance,manager,"(data governance, 100)",data governance,100.0
1824,dg manager,1,data governance,manager,"(data governance, 100)",data governance,100.0
1825,dg consultant (contractor),1,data governance consultant contractor,,"(data governance, 90)",data governance,90.0
1826,"designated compliance officer, managing director - moody's investors service",1,designated compliance officer moody investors service,managing director,"(chief data officer, 86)",chief data officer,86.0
1827,deputy executive director the office of accessible systems & technolog,1,deputy office accessible systems technolog,executive director,"(chief data officer, 52)",chief data officer,52.0
1828,deputy executive director,1,deputy,executive director,"(data quality, 45)",data quality,45.0
1829,"deputy director, aad fas ops (alumni reporting)",1,deputy aad fas ops alumni reporting,director,"(data standards, 45)",data standards,45.0
1830,deputy director of bws pmo,1,deputy bws pmo,director,"(identity & access management, 49)",identity & access management,49.0
1831,deputy cio,1,deputy chief investment officer,,"(chief data officer, 86)",chief data officer,86.0
1832,deputy assistant secretary (acting),1,deputy secretary acting,assistant,"(data science, 52)",data science,52.0
1833,data warehouse manager,1,data warehouse,manager,"(data warehouse, 100)",data warehouse,100.0
1834,data warehouse architect (student data),1,data warehouse architect student data,,"(data warehouse, 90)",data warehouse,90.0
1835,data warehouse archect,1,data warehouse archect,,"(data, 90)",data,90.0
1836,data services analyst,1,data services analyst,,"(data, 90)",data,90.0
1837,data quality reporting and governance analyst,1,data quality reporting governance analyst,,"(data quality, 90)",data quality,90.0
1838,data quality analyst,1,data quality analyst,,"(data, 90)",data,90.0
1839,data modeling team,1,data modeling team,,"(data, 90)",data,90.0
1840,data manager - operations,1,data operations,manager,"(data, 90)",data,90.0
1841,data management team lead,1,data management team lead,,"(data management, 90)",data management,90.0
1842,data management product owner,1,data management product owner,,"(data management, 90)",data management,90.0
1843,data management domain lead - group it,1,data management domain lead group,,"(data management, 90)",data management,90.0
1844,data management analyst,1,data management analyst,,"(data management, 90)",data management,90.0
1845,data management,1,data management,,"(data management, 100)",data management,100.0
1846,data integrity and governance analyst iii,1,data integrity governance analyst iii,,"(chief data officer, 86)",chief data officer,86.0
1847,data integration lead,1,data integration lead,,"(data, 90)",data,90.0
1848,data integration architect,1,data integration architect,,"(data, 90)",data,90.0
1849,data governance service line,1,data governance service line,,"(data, 90)",data,90.0
1850,data governance mgr,1,data governance,manager,"(data governance, 100)",data governance,100.0
1851,data governance manager in global business operati,1,data governance global business operati,manager,"(data governance, 90)",data governance,90.0
1852,data governance consultant,1,data governance consultant,,"(data, 90)",data,90.0
1853,"data governance business analyst, wealth management",1,data governance business analyst wealth management,,"(data governance, 90)",data governance,90.0
1854,data governance analysts,1,data governance analysts,,"(data, 90)",data,90.0
1855,data associate - us public finance,1,data us public finance,associate,"(data, 90)",data,90.0
1856,data asset manager,1,data asset,manager,"(data, 90)",data,90.0
1857,data architecture consultant,1,data architecture consultant,,"(data, 90)",data,90.0
